RESP_ID,SUR_SCORE,MASKED_IP,CRT_DT,COUNTRY_CODE,REGION
12917008,8,"MTE5ODA3OTg3,Q==",1/12/2018 15:01,US,new york
12917066,10,"MzE4MDQzODQz,Q==",1/12/2018 15:03,MX,coahuila
12917222,8,"MTQ4OTE0,jE3OA==",1/12/2018 15:10,FI,uusimaa
12917225,10,"MTU1,zkyOTc0,g==",1/12/2018 15:10,NO,oslo
12917290,6,"MTIzOTE0,zg1Mg==",1/12/2018 15:12,US,massachusetts
12917451,0,"MTQ0,DgyODM1Mg==",1/12/2018 15:19,GB,
12917455,10,"MTU4ODU4MjA2,Q==",1/12/2018 15:19,GB,
12917516,0,"MTQ3,zc4,zEx,A==",1/12/2018 15:21,ES,alicante
12917556,8,MzAwMzA3MTk3MA==,1/12/2018 15:22,GB,
12917582,10,MTI4ODEyMjU2OQ==,1/12/2018 15:23,US,texas
12917599,5,"MzA5MDYyMjA4,w==",1/12/2018 15:24,US,wisconsin
12917615,9,"MTM2,zc1,jg0",1/12/2018 15:25,US,georgia
12917617,7,MzExMjYyMjg0Mg==,1/12/2018 15:25,NL,zuid-holland
12917630,7,ODQzODI0OTc4,1/12/2018 15:25,US,new york
12917643,2,"MTEyMTY5,zg0Mw==",1/12/2018 15:26,US,utah
12917745,5,"MTM1MTg2MzAx,g==",1/12/2018 15:30,DE,
12917771,8,",DA5OTU1MzM4",1/12/2018 15:31,US,south dakota
12917861,5,"MjU4,jY1MzUx,A==",1/12/2018 15:34,NL,noord-holland
12917908,10,"MTM0,DYxMDM1Mg==",1/12/2018 15:35,ES,barcelona
12918005,9,Mjg5Mjg1OTk4Mg==,1/12/2018 15:39,US,florida
12918007,10,"MzU2,TU2ODA2,g==",1/12/2018 15:39,GB,
12918032,7,"ODY0ODgz,TQ=",1/12/2018 15:40,GB,
12925573,0,"MTY1MDc1,Dcx,A==",1/12/2018 20:13,US,wisconsin
12925599,10,"MTYx,jc2MDYxMw==",1/12/2018 20:14,US,colorado
12925612,5,"MTE0ODA1MjA2,g==",1/12/2018 20:15,US,rhode island
12925638,8,"Mjg2ODQ4ODYy,g==",1/12/2018 20:16,US,alabama
12925849,10,"ODQyMzk3,zI2",1/12/2018 20:24,US,oregon
12925982,3,MzE4ODYwMzIzMw==,1/12/2018 20:30,CL,region metro de santiago
12926071,10,"ODUz,jQyOTMw",1/12/2018 20:33,US,delaware
12926074,8,"MzQ5,jEzMzczOA==",1/12/2018 20:34,CA,alberta
12926075,10,"Mjkw,zI3OTE3OQ==",1/12/2018 20:34,US,virginia
12926117,10,ODQzODI0OTc4,1/12/2018 20:36,US,new york
12926145,1,"MjMw,TcxMzM2OA==",1/12/2018 20:37,US,california
12926162,10,"MTYx,TAw,TMzMA==",1/12/2018 20:38,US,massachusetts
12926195,10,"Mjg5MTY1,zc4OA==",1/12/2018 20:39,US,california
12926401,10,"MzQ1MTAy,jc4,Q==",1/12/2018 20:48,US,illinois
12926489,10,"MTEyMDkx,jc2,g==",1/12/2018 20:52,CA,ontario
12926519,10,",zkwMDU5,Tg2",1/12/2018 20:54,US,new jersey
12926630,9,"MzM0,jI4,jc5,A==",1/12/2018 20:58,US,california
12926685,10,"MjcwMjM2,jEyMQ==",1/12/2018 21:00,CO,
12926692,9,"Mjk4MTMyMTUw,w==",1/12/2018 21:01,BR,sergipe
12926715,9,"MTE5Mzk2ODMw,g==",1/12/2018 21:01,US,texas
12926854,9,"MTc2MDgy,TQxMA==",1/12/2018 21:08,US,virginia
12937016,10,",zM3MzU1,DQy",1/13/2018 10:21,IN,gujarat
12938950,10,"MzM1,Tg0ODE2OQ==",1/13/2018 12:37,BR,minas gerais
12939264,8,"MTQyMzE0,DUzMQ==",1/13/2018 12:55,NO,oslo
12940047,10,"MzA5Mjk3MTE4,w==",1/13/2018 13:46,US,florida
12940099,10,MTMyMDg1MzkxMQ==,1/13/2018 13:48,TR,istanbul
12940862,7,"MTM1,TMx,jMxMQ==",1/13/2018 14:38,BE,oost-vlaanderen
12940867,10,"MTM2,zc1,jgx",1/13/2018 14:38,US,georgia
12941022,8,"MzM2MjM4,zc4,g==",1/13/2018 14:47,EC,pichincha
12941121,8,"MTE5,Dcx,zgyMQ==",1/13/2018 14:53,US,florida
12941648,6,"MTgx,Dk3ODg3MA==",1/13/2018 15:12,US,new york
12942251,10,"Mjk4,TEw,Tgx,w==",1/13/2018 15:34,MX,chihuahua
12942772,8,"MTU2MzE0,DYwMw==",1/13/2018 16:01,IT,bari
12943093,10,"MzE1,jA2ODgzMA==",1/13/2018 16:17,GB,
12944249,9,"MzQ4MDQwOTg2,g==",1/13/2018 17:17,US,california
12944756,4,MjkxODE3OTE0MA==,1/13/2018 17:42,US,new jersey
12946259,10,"MzA4ODQxMDc1,w==",1/13/2018 18:55,US,colorado
12947805,10,"MzM3MjY0,zMx,w==",1/13/2018 20:20,BR,sao paulo
12949814,8,"MzM4MTQ4,Dg3,Q==",1/13/2018 22:17,MX,ciudad de mexico
12951050,10,"MjE1,TM2Mjkw",1/13/2018 23:32,US,california
12951321,10,"MTEwOTAx,zU3MA==",1/13/2018 23:52,US,north carolina
12952078,10,"MTYx,DIxMzky,Q==",1/14/2018 0:52,CA,british columbia
12952085,3,"MzIwMzczMDU2,g==",1/14/2018 0:52,AR,capital federal
12955065,10,"MTM0ODQ1,zg2,Q==",1/14/2018 6:31,BH,al asimah
12955098,8,"Mzcz,TMwMTM2OQ==",1/14/2018 6:34,SG,central
12955463,10,"MTkzMzc1,TI0Mg==",1/14/2018 7:24,SG,central
12955464,10,"MzY4,jcyMTE=",1/14/2018 7:24,AE,abu dhabi
12955686,10,"MTM4MTA0,zk2OQ==",1/14/2018 7:51,IL,tel aviv
12955807,8,"MzY4,jcyMTE=",1/14/2018 8:08,AE,abu dhabi
12956010,9,MzE1MDk0MzgwOA==,1/14/2018 8:27,MX,ciudad de mexico
12956472,5,"OTA5MTAy,zM=",1/14/2018 9:09,AE,sharjah
12956637,10,MTA1MDEyMTkxMQ==,1/14/2018 9:22,ES,madrid
12956910,9,"MTYw,zYy,jE5OQ==",1/14/2018 9:46,ES,
12957457,8,"MTM1MzI4,jc5,g==",1/14/2018 10:31,GB,
12958355,10,",jMyOTc4MzMy",1/14/2018 11:38,AM,yerevan
12959147,10,"MTQy,Tcx,DM5,A==",1/14/2018 12:30,FI,uusimaa
12959523,10,"MjM5,DA5,zUw,g==",1/14/2018 12:55,CA,british columbia
12959576,5,"MTExMTY1,zkx,w==",1/14/2018 12:58,US,new york
12959589,10,"MTU5MDYy,TQ4Mg==",1/14/2018 12:59,AE,dubai
12959924,9,"ODQzMjk1,DMx",1/14/2018 13:21,CA,british columbia
12960647,9,"MzM1MjAyMDA5,w==",1/14/2018 14:06,IL,tel aviv
12960745,10,"MTM4MTA4,Dc5,A==",1/14/2018 14:13,IL,tel aviv
12961953,5,",zc0,TkzOTk0",1/14/2018 15:26,PS,ramallah
12963003,10,"MzYz,jY2,TU1,g==",1/14/2018 16:23,US,massachusetts
12963338,9,"MTE2,TA4OTIyOA==",1/14/2018 16:40,US,new jersey
12963423,10,",zA0MTcxMDc0",1/14/2018 16:45,MA,rabat-sale-zemmour-zaer
12963466,10,"Mjk5ODkw,TQ0,A==",1/14/2018 16:48,AT,wien
12965408,6,"MTc5,Tg1Mzg3MQ==",1/14/2018 18:26,US,ohio
12966431,7,"MTMz,zA2OTIwMg==",1/14/2018 19:15,IL,hamerkaz
12966689,9,"MTM3MjI3,TEwMQ==",1/14/2018 19:28,ES,valencia
12966979,8,"MTE4,jI1,TMz,Q==",1/14/2018 19:44,US,nevada
12967468,8,MzA5MDc5MDQwOA==,1/14/2018 20:08,US,ohio
12968047,10,"MzY2,DA3MzM1MQ==",1/14/2018 20:41,NZ,northland
12968125,10,MTIzMjIxMjczMg==,1/14/2018 20:45,US,connecticut
12968565,10,MzUxMjk4Mjg3Mg==,1/14/2018 21:08,US,vermont
12969136,8,",jkzMDYwMTgx",1/14/2018 21:40,NG,lagos
12969192,9,"MzY1,jkyOTA5Mw==",1/14/2018 21:44,DE,bayern
12970243,9,"MzUyMzky,jY3MA==",1/14/2018 22:39,AU,new south wales
12970272,10,"MzQx,DU4ODU5,g==",1/14/2018 22:41,AU,victoria
12970331,0,"MzA1,DU0MTI5MA==",1/14/2018 22:45,NZ,auckland
12971499,10,"MTczMTY1MTY3,g==",1/15/2018 0:09,AU,new south wales
12971554,5,"MzE0OTc5,TExOQ==",1/15/2018 0:13,MX,
12971938,8,"Mzg3MDE1,zQ3",1/15/2018 0:38,CA,alberta
12972019,7,",zAzMTE1ODEx",1/15/2018 0:44,EG,al iskandariyah
12972058,0,MjAzMjg2OTI0,1/15/2018 0:47,US,california
12972102,8,"MzE5Mzgz,jYz,A==",1/15/2018 0:50,DO,distrito nacional
12972154,10,"MTI4MTUw,TUxOQ==",1/15/2018 0:53,US,pennsylvania
12972529,1,"MTAyMTM0,zQxOA==",1/15/2018 1:16,AU,victoria
12972776,6,"MTA5ODE2,Dk5,A==",1/15/2018 1:29,US,delaware
12972859,7,"Mzcw,zI0MjIzMA==",1/15/2018 1:34,CN,shanghai
12973101,5,",DA1OTcxMjU0",1/15/2018 1:48,CA,ontario
12973645,10,"OTg1MjQ2,DY2",1/15/2018 2:16,SG,central
12974663,10,",DExMDI5,zAy",1/15/2018 3:21,US,michigan
12975175,6,",DU4MTUwMjc4",1/15/2018 4:00,VN,ha noi
12975504,10,"MTcw,jc3Mjg0Mw==",1/15/2018 4:29,AU,new south wales
12975521,8,"ODM0ODg3,jg2",1/15/2018 4:30,AU,new south wales
12975768,9,"MjQ2MTYwMTg0,g==",1/15/2018 4:53,GB,
12975931,8,"MTE0,DQ0,zk4OA==",1/15/2018 5:08,US,kentucky
12976242,9,"MTIzOTM5,DM3OQ==",1/15/2018 5:33,US,california
12976984,10,"OTk2,DY0,TM0",1/15/2018 6:25,AU,queensland
12977045,7,"MTk5Mjgy,zc2,Q==",1/15/2018 6:30,SG,central
12977607,8,"MTk3,Tcx,TU2,A==",1/15/2018 7:12,IN,maharashtra
12977713,8,"MjA0,DYy,zI5Mw==",1/15/2018 7:19,AU,queensland
12977894,10,"MTM4,zcz,Dk5,A==",1/15/2018 7:34,SE,stockholms lan
12977941,10,MTQ0MzcyMzEwOQ==,1/15/2018 7:36,GB,
12978058,9,"MzI2,TEyMzYzMg==",1/15/2018 7:43,FI,uusimaa
12978065,10,"MjYwMDc3MTcz,A==",1/15/2018 7:44,SE,vastra gotalands lan
12978136,0,"MTk4,DMzMjU1OQ==",1/15/2018 7:49,VN,ha noi
12978225,8,"MzU4,zc1,TE4OQ==",1/15/2018 7:56,FI,
12978433,10,"MTQ2,zIyOTkwMA==",1/15/2018 8:06,DK,hovedstaden
12978579,9,"MTUw,DA2,DEzMQ==",1/15/2018 8:12,FI,southwest finland
12978650,6,MTM5MDAwODY4OA==,1/15/2018 8:16,NL,zuid-holland
12978696,8,"MzI3,jAx,DYz,g==",1/15/2018 8:18,FR,
12978722,10,"MzE2,jA1OTU1,A==",1/15/2018 8:20,DK,syddanmark
12978780,6,"MTM0OTM4ODgz,g==",1/15/2018 8:23,AT,wien
12978794,0,"MzY0,zI4MDc2Mg==",1/15/2018 8:24,NL,limburg
12978901,8,"MzExMjEw,TUwOA==",1/15/2018 8:29,FR,
12979111,7,"MTM3ODY3,Dg3Mw==",1/15/2018 8:41,GB,
12979236,9,"MTM0,jI3MDY2OQ==",1/15/2018 8:47,DK,hovedstaden
12979295,10,"MzExMjY2,DEyOA==",1/15/2018 8:50,FR,
12979387,7,"MTgz,jI5MTQyMw==",1/15/2018 8:54,IT,milano
12979427,9,"MzU2MTQy,DU5OA==",1/15/2018 8:57,BE,
12979462,10,MjA1MDMwOTU0MA==,1/15/2018 8:59,PH,
12979717,9,",DM1,Tc4Mjc=",1/15/2018 9:12,ES,barcelona
12979758,10,"MTA1,jY2MjkyMA==",1/15/2018 9:13,NL,
12979856,9,"MzI3MjMzODIy,Q==",1/15/2018 9:19,GB,
12979943,7,"MjMw,TEz,TEzMw==",1/15/2018 9:24,ES,barcelona
12979971,10,"Mjk2MTEx,jAy,w==",1/15/2018 9:26,CH,luzern
12979973,10,"MTM5OTc3ODY5,g==",1/15/2018 9:26,AE,dubai
12980053,4,"MTk0MTYw,DU0OA==",1/15/2018 9:30,PK,islamabad
12980103,10,"MzEw,DA5ODAyMA==",1/15/2018 9:33,GB,
12980405,9,"MTQw,jg4MDQzMQ==",1/15/2018 9:50,NL,noord-holland
12980711,10,"MTU4,DUyOTI1OA==",1/15/2018 10:06,CZ,
12980812,10,",TM0,jAyMTcw",1/15/2018 10:13,GB,
12980918,8,"MzUz,zA0ODE4Mg==",1/15/2018 10:18,ID,jakarta raya
12981037,5,"MTI5,Dc0MTA2MA==",1/15/2018 10:24,GB,
12981091,5,"MjU0ODk1MTk1,A==",1/15/2018 10:26,GB,
12981151,10,"MTU1ODg0,TQxOA==",1/15/2018 10:29,GB,
12981226,1,ODYwMTUwMjI=,1/15/2018 10:33,AE,dubai
12981310,9,"Mjk1,DYw,Tkx,w==",1/15/2018 10:38,GB,
12981421,9,"MTM2ODQ1,jU2Mg==",1/15/2018 10:43,GB,
12981461,8,"MTUz,jcxOTAyOQ==",1/15/2018 10:45,FI,central finland
12981513,10,"MTgz,TMzMjMzMQ==",1/15/2018 10:48,RO,
12981556,8,"MTQxMjEzMjMw,Q==",1/15/2018 10:50,GB,
12981628,10,"MTM2MDI3,zUxMg==",1/15/2018 10:54,GB,
12981899,9,",DI3MDIxMjE=",1/15/2018 11:08,ES,madrid
12982239,7,"MzU4MDQ3,TkyMg==",1/15/2018 11:26,GB,
12982272,8,"MTM5,TQx,zI4Mw==",1/15/2018 11:28,ES,madrid
12982391,5,"MzU3,DQ2,zY1MA==",1/15/2018 11:35,TR,ankara
12982577,10,"MzU4MDQ3,jA4,w==",1/15/2018 11:43,GB,
12982713,7,"MTY3,zcy,zc3OQ==",1/15/2018 11:50,US,massachusetts
12982735,10,"MTM2,DM5,TYy,A==",1/15/2018 11:51,BE,antwerpen
12982741,10,"MTM1MTM0,TI1Mg==",1/15/2018 11:51,DE,niedersachsen
12983074,10,MTUyOTc1MDg1MQ==,1/15/2018 12:09,DE,nordrhein-westfalen
12983325,5,MzM2OTE4ODQ1MQ==,1/15/2018 12:19,BR,maranhao
12983525,5,"MTM5MDU5,TMx,g==",1/15/2018 12:28,FR,
12983662,10,"MjgwODIz,jA1MQ==",1/15/2018 12:35,GB,
12984005,10,"MjAx,TE4,jE2OA==",1/15/2018 12:49,PH,pampanga
12984056,9,"MTQzOTE2Mjc1,g==",1/15/2018 12:51,GB,
12984235,10,"MTI0,zA4,DQ1Mg==",1/15/2018 13:00,US,new york
12984595,9,"MTE5,zE4MTk4,g==",1/15/2018 13:15,US,georgia
12984600,10,MTM4MDI4Mjk4Mw==,1/15/2018 13:15,GB,
12984710,10,"MzE5,zI2MDkxMQ==",1/15/2018 13:20,CO,distrito capital
12984784,9,Mzg3ODY3ODU0,1/15/2018 13:23,US,new jersey
12984912,10,MTQ2OTQyODM2OQ==,1/15/2018 13:29,DE,berlin
12984925,5,"MTE3MDkx,jgyMg==",1/15/2018 13:29,US,new york
12984940,7,"MTA1,jExOTczMA==",1/15/2018 13:30,DK,midtjylland
12984943,10,MTQ2MzE0MDI3Mw==,1/15/2018 13:30,DK,nordjylland
12984951,8,"MTIxMDk1,DM0,g==",1/15/2018 13:30,US,maine
12985170,10,MzE1ODQ3MTc2MQ==,1/15/2018 13:40,GB,
12985293,8,"MTQ5MDMyMTUy,g==",1/15/2018 13:44,GB,
12985351,5,"MzU3OTQ2MjU0,w==",1/15/2018 13:46,AT,niederosterreich
12985366,5,"MTI0,zY1MjcyOQ==",1/15/2018 13:47,US,florida
12985370,7,"MzExMjEz,jY2OA==",1/15/2018 13:47,NL,noord-holland
12985398,10,MzE5ODA4ODcyMg==,1/15/2018 13:48,CO,antioquia
12985526,7,"MTA1,jg0MTcxMQ==",1/15/2018 13:53,GB,
12985638,8,MTY4MDM1ODUzMA==,1/15/2018 13:57,US,rhode island
12985682,9,MTExMTU4MzMyOA==,1/15/2018 13:59,US,new york
12985722,4,",jQzMzU5MzQ2",1/15/2018 14:00,US,illinois
12985768,7,"MTI0,zI0MTU3MA==",1/15/2018 14:02,US,wisconsin
12986127,10,"MzM0MzM2,Dg4MQ==",1/15/2018 14:16,US,georgia
12986149,8,"MTA3,TUyMTMwMg==",1/15/2018 14:16,US,
12986162,10,"MTI0MTE0,jEw,Q==",1/15/2018 14:17,US,virginia
12986191,6,"MTE3,jY3,TQ0Mg==",1/15/2018 14:19,US,michigan
12986278,10,"MTY2,zk3,zEzMQ==",1/15/2018 14:22,US,texas
12986380,9,"MzYzMjc5Mjk2,g==",1/15/2018 14:25,US,north carolina
12986397,10,"MTI0ODIx,jE4OA==",1/15/2018 14:26,US,new jersey
12986458,10,MTM1ODcxMTgxOA==,1/15/2018 14:28,GB,
12986477,2,MTE2MDMxODY4Mg==,1/15/2018 14:28,US,michigan
12986756,7,Mzk0MTgzMzA0,1/15/2018 14:39,US,wisconsin
12986848,8,MzIxMjY1MTYyOQ==,1/15/2018 14:43,CL,
12986999,6,MTE0Mzk0MjU1MA==,1/15/2018 14:49,US,minnesota
12987167,10,"MTYx,jYz,TU4MQ==",1/15/2018 14:55,US,
12987220,10,"MTM1MzI3,zEyMg==",1/15/2018 14:58,GB,
12987234,9,"ODUy,DU2Mzk0",1/15/2018 14:58,US,district of columbia
12987247,10,MzMwMjQzMjkzOQ==,1/15/2018 14:59,ZA,western cape
12987359,8,"MzQ4OTY0Mjk0,A==",1/15/2018 15:03,US,maryland
12987365,7,",DEzMTgxMzky",1/15/2018 15:03,US,ohio
12987449,5,MTA3MjE0MDkzOA==,1/15/2018 15:05,US,minnesota
12987683,1,MTI4ODUzODA3OA==,1/15/2018 15:14,US,tennessee
12987781,9,",DAwODYyMjMx",1/15/2018 15:17,US,texas
12987853,9,"MzY0,zk4,Tk3OA==",1/15/2018 15:20,ES,
12987866,10,"MTExMDE3,zU2,Q==",1/15/2018 15:20,US,iowa
12987943,10,"MTQ0MTM0,DA5Mg==",1/15/2018 15:22,DE,bayern
12988003,8,MTEyMDEzMjE5Mg==,1/15/2018 15:25,US,indiana
12988026,7,MzA1ODQ5ODQ4Mg==,1/15/2018 15:25,IN,delhi
12988174,10,"MzU4,jgwMzgy,Q==",1/15/2018 15:31,HR,grad zagreb
12988224,5,MjI3MDQ3MTk3OQ==,1/15/2018 15:33,US,new york
12988393,9,"MTI4MTI4,DEyMA==",1/15/2018 15:39,US,california
12988478,10,"MTM2,Dc1,zk2,g==",1/15/2018 15:42,SK,bratislavsky kraj
12988511,10,"MTUx,zUx,DM0,Q==",1/15/2018 15:43,FR,
12988593,9,"MjM1,DYz,TA0OA==",1/15/2018 15:46,US,minnesota
12988596,10,"MTM1,DkyODg0,g==",1/15/2018 15:46,GB,
12988644,8,"Mzg2OTg0,DIx",1/15/2018 15:47,CA,british columbia
12988789,10,"MjQ0OTMy,jEzMg==",1/15/2018 15:51,DE,hessen
12989009,10,"MTIzODA0,DkxMg==",1/15/2018 15:57,US,colorado
12989044,10,"Mjky,jQ2MjYzMQ==",1/15/2018 15:58,US,north carolina
12989051,10,",DEzOTI2Mzkw",1/15/2018 15:58,US,north carolina
12989218,10,"MTEwMjg5,zc2OQ==",1/15/2018 16:04,US,north carolina
12989405,8,",zU4MTIx,Dcx",1/15/2018 16:09,US,california
12989463,9,"MTYxMTgyOTQ5,Q==",1/15/2018 16:11,US,idaho
12989631,10,MTExOTE4MjcwMA==,1/15/2018 16:16,US,massachusetts
12989652,6,"ODU1MTIw,TA3",1/15/2018 16:17,US,florida
12989673,9,MTY2MjkxMzc3Mg==,1/15/2018 16:17,US,illinois
12989747,7,",DAzMzQ3MDMw",1/15/2018 16:20,US,utah
12989847,9,MzAwMzA3MTk3MA==,1/15/2018 16:23,GB,
12989982,10,MTIzOTE1MTM0MA==,1/15/2018 16:27,US,massachusetts
12989994,10,",DA5,TY5,Tc0",1/15/2018 16:27,US,new york
12990027,7,"MzYy,TI5,jYwMA==",1/15/2018 16:28,US,utah
12990140,10,"MTI0,zg0,zEyOA==",1/15/2018 16:32,US,maryland
12990219,9,",zg2MTAyMzU0",1/15/2018 16:35,FR,ile-de-france
12990337,10,"MTgx,DI2MzM0MA==",1/15/2018 16:38,US,new jersey
13008976,10,"Mjc4MzAw,Tc0,w==",1/16/2018 8:02,FR,ile-de-france
13009040,10,"MTU2MzQx,zM3,Q==",1/16/2018 8:05,IT,napoli
13009477,8,"ODU5MDc0,zk2",1/16/2018 8:30,GB,
13009771,6,"MzExMjEz,Tcw,w==",1/16/2018 8:48,NL,noord-holland
13009925,10,MTU3ODI4OTIxMA==,1/16/2018 8:56,DK,hovedstaden
13010019,10,"MTU1,zA5,jYy,Q==",1/16/2018 9:02,GB,
13010056,10,"MTQ3,DY4ODA2Mg==",1/16/2018 9:04,RU,moskva
13010072,9,"MTA0MDk0MjUx,A==",1/16/2018 9:06,IT,cagliari
13010236,9,"ODk1,zMwODk=",1/16/2018 9:16,IT,
13010290,8,MTU2OTgxMzc3MA==,1/16/2018 9:19,IT,
13010293,10,",Dg1Mzc4,TQ=",1/16/2018 9:20,IT,milano
13010345,9,"MTQ5OTUwMzYy,Q==",1/16/2018 9:23,IT,milano
13010480,7,MTM0MzIwMDM4OQ==,1/16/2018 9:31,FR,ile-de-france
13010522,10,"MTM2OTAz,TYwMw==",1/16/2018 9:33,GB,
13010547,10,",zc5,Dg0,zky",1/16/2018 9:35,IL,hefa
13010566,10,"MTM4,jQ3,Dk0,Q==",1/16/2018 9:36,GB,
13010614,10,Mjc2MTk1Mjk0OQ==,1/16/2018 9:39,ZM,lusaka
13010621,10,"MzU1OTEz,zUz,A==",1/16/2018 9:40,GB,
13010727,10,MzI0OTg1ODMxOA==,1/16/2018 9:46,SE,stockholms lan
13010763,10,"MTQ5,DYzMjQ1OQ==",1/16/2018 9:47,CZ,praha
13011133,5,"MzAxMzU1,jYzOA==",1/16/2018 10:08,BR,sao paulo
13011254,8,"MzU3,DI1MDA4MQ==",1/16/2018 10:15,NL,noord-holland
13011410,10,"MzU4,zAzMTc0OA==",1/16/2018 10:24,GB,
13011424,10,"MjA1,zMx,zU0,A==",1/16/2018 10:25,IN,chandigarh
13011648,10,"MzY1MTQ3,jA3OA==",1/16/2018 10:36,AE,dubai
13011801,10,"MjgwODIz,jA1MQ==",1/16/2018 10:44,GB,
13011984,10,"MTU4OTc2,zg1,A==",1/16/2018 10:55,GB,
13012414,9,"MTU5,jcz,jk5,A==",1/16/2018 11:21,IE,cork
13012890,0,"MTUy,jUyMTU5Mw==",1/16/2018 11:44,GB,
13012933,10,"MTM3,DIy,TI2MQ==",1/16/2018 11:46,SE,uppsala lan
13012984,9,"MTM0,zExODk3OQ==",1/16/2018 11:49,FI,northern ostrobothnia
13013002,8,"MTQ1,Dc1,zk4Mg==",1/16/2018 11:49,GB,
13013139,8,MzU4MTU0MDI0Mg==,1/16/2018 11:57,GB,
13013204,9,"ODQw,jc0,DY=",1/16/2018 12:00,RO,cluj
13013461,9,"MTQ2OTg4MDIx,w==",1/16/2018 12:13,DE,schleswig-holstein
13013841,8,MTM1OTkzMTgxMw==,1/16/2018 12:31,DE,niedersachsen
13013901,10,"MzI2,TA3,TY3,A==",1/16/2018 12:34,FI,uusimaa
13013981,10,"MTU1,jA2,jg2Mg==",1/16/2018 12:38,ES,
13014300,10,"MTU1OTcx,Tc0,g==",1/16/2018 12:52,BG,sofia-grad
13014547,8,MzA1MTMwMjcxOQ==,1/16/2018 13:05,BR,santa catarina
13014672,10,"MzI4,zkwMjIzOA==",1/16/2018 13:10,DK,midtjylland
13014756,9,"MTA5MDQy,DM3MA==",1/16/2018 13:13,US,ohio
13014968,8,MTIyODUyMzI0OQ==,1/16/2018 13:22,US,florida
13015031,7,"MTYxMDQ2,zM2,A==",1/16/2018 13:25,IT,bergamo
13015172,10,"MjkxMzM0,zk4,Q==",1/16/2018 13:30,US,new hampshire
13015473,10,"MzU4MTEzMzMx,A==",1/16/2018 13:41,SE,stockholms lan
13015570,10,"MzEw,zM3MDUwMg==",1/16/2018 13:45,NL,noord-holland
13015872,10,"MTUy,TA1,jA2MA==",1/16/2018 13:56,SE,skane lan
13015967,5,"ODUz,zMxMTMw",1/16/2018 14:00,US,new jersey
13016047,8,"MTgxMjIwMzI4,w==",1/16/2018 14:03,US,virginia
13016342,10,"MTYy,jU4ODgxOA==",1/16/2018 14:14,US,florida
13016396,8,"MjE2Mzc3,jgy",1/16/2018 14:15,US,illinois
13016548,3,"MzM2Mjc2,jAwMg==",1/16/2018 14:21,CL,region metro de santiago
13016553,9,"MTU0,TE4MDExMg==",1/16/2018 14:21,GB,
13016600,10,"MTgwMzY0ODYw,g==",1/16/2018 14:23,US,texas
13016642,6,"MTUx,TczOTQ3MA==",1/16/2018 14:24,FR,ile-de-france
13016659,4,"MTQ4,DA3,DY0Mw==",1/16/2018 14:25,AT,steiermark
13016682,6,"MTUwOTM3,zkwMw==",1/16/2018 14:26,DE,berlin
13016689,9,"MTE0,jI3,jM3,g==",1/16/2018 14:26,US,pennsylvania
13016761,8,"Mjk3ODcx,TI3,g==",1/16/2018 14:29,BR,sao paulo
13016854,5,"ODUyMjY2,DE0",1/16/2018 14:32,US,massachusetts
13016880,9,"MzE3,Dc4,zMy,Q==",1/16/2018 14:33,BR,mato grosso do sul
13016988,6,"MTE5,DUy,TI1OA==",1/16/2018 14:36,US,virginia
13017018,7,"MTQ0,TQ3ODcyOA==",1/16/2018 14:37,IE,dublin
13017040,10,"MzA0,DE1,DQ0Mg==",1/16/2018 14:38,GT,guatemala
13017096,10,MTU4MDY0MTk1Mg==,1/16/2018 14:40,TR,istanbul
13017159,7,"MzAzMjQ1,TgzOA==",1/16/2018 14:41,PH,
13017184,8,"MjQx,jExMjUw,g==",1/16/2018 14:42,IE,dublin
13017232,8,"Mjkw,TYx,jcw,Q==",1/16/2018 14:43,US,massachusetts
13017291,9,"MTA4OTM3,TY3OA==",1/16/2018 14:46,US,massachusetts
13017368,8,"MzE3,zQ3MjEz,Q==",1/16/2018 14:47,BR,sao paulo
13017410,10,"MTQ4MjE3MDU1,A==",1/16/2018 14:49,NO,oslo
13017457,10,"MTA3,jAzOTM3,A==",1/16/2018 14:51,US,new jersey
13017481,9,MTI5ODU1OTQ2OA==,1/16/2018 14:51,GB,
13017623,10,"MjkwODM2,TI2Mg==",1/16/2018 14:56,US,ohio
13017628,5,"MTc0,TI3,TMw,A==",1/16/2018 14:56,US,texas
13017705,10,"MTQ4,Dk4MjQ3,A==",1/16/2018 14:58,SE,
13017711,10,"MTM0,zQ5MjI1,w==",1/16/2018 14:58,DE,bayern
13017794,7,"ODU0MjEw,jc0",1/16/2018 15:01,US,new jersey
13017806,10,"MzEw,zcxODgzOQ==",1/16/2018 15:01,GB,
13017826,4,"MTIz,zkw,DEzMg==",1/16/2018 15:02,US,district of columbia
13017920,10,"MzAzOTkw,jYz,A==",1/16/2018 15:04,CO,distrito capital
13018064,10,"MTM1,jM1,TU4,g==",1/16/2018 15:10,SE,stockholms lan
13018082,10,"MTE5,TY5MjA3OA==",1/16/2018 15:10,US,south carolina
13018149,8,"MTE4,jUx,zEy,A==",1/16/2018 15:13,US,iowa
13018298,10,MTM1ODcwOTE0Mw==,1/16/2018 15:18,GB,
13018513,5,"MTQ3MjY0,jgx,A==",1/16/2018 15:26,IE,cork
13018546,4,"MzY0MzAz,jY5OA==",1/16/2018 15:27,GB,
13018578,9,"MTIwMzY5,zUw,g==",1/16/2018 15:28,US,new york
